_id,id,urlParams,bot,readyAt,timeoutStartedAt,timeoutWaitCount,exitStepsDone,exitAt,exitStatus,exitReason,retiredAt,retiredReason,createdAt,lastLogin,data.index,data.neighbors,data.chatGroups,data.avatar,data.score,data.adjustedScore,data.playerIds,data.totalPayment,data.unscoredTasksMaxPayment,data.approved,data.lastTick,data.leftGameIdle,data.submitted,data.playerClickingCellID,data.option,data.leftGameOffline
jfHCiqcobGQFcyoRQ,A35MQUGC3B5Q7Y,"{""workerId"":""A35MQUGC3B5Q7Y""}",,2023-04-12T13:55:18Z,,,ExitSurvey,2023-04-12T14:54:30Z,finished,,,,2023-04-12T13:53:48Z,"{""at"":""2023-04-12T13:53:48.898Z""}",5,"1,2,3,4,6",A,"{""name"":""Deer"",""svg"":""<svg viewBox=\""0 0 24 24\"" fill=\""none\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M14.5 20c0 1.581-1.5 2.5-2.5 2.5s-2.5-.919-2.5-2.5c0-1.305-1.608-4.208-2-6.469v-1.032c0-1 1-2 2.5-3 0 0 1-.5 2-.5s2 .5 2 .5c1.5 1 2.5 2 2.5 3v1c-.374 2.684-2 4.743-2 6.501z\"" fill=\""#6D4C41\""/><path d=\""M9.395 9.927c-.377.193-.885.328-1.395.073-1-.5-4-1.5-4-1.5s-.24 1.69 1 3c.912.963 2.426.528 2.6.475.229-.684.875-1.366 1.795-2.048zM20 8.5s-3 1-4 1.5c-.51.255-1.018.12-1.395-.073.928.689 1.58 1.378 1.802 2.067l-.001-.018s1.555.571 2.594-.476c1.27-1.28 1-3 1-3z\"" fill=\""#4E342E\""/><path d=\""M10.5 10.5c.277 0 1-.223 1-.5 0-.864-1.127-2.5-3.5-2.5-.95 0-4.5-.678-4.5-4a.5.5 0 10-1 0c0 3.778 3.205 5 5 5 1.977 0 2 1.439 2 1.5 0 .277.723.5 1 .5z\"" fill=\""#4E342E\""/><path d=\""M8.5 8c-1-1-1-2.5-.5-3.5\"" stroke=\""#4E342E\"" stroke-linecap=\""round\""/><path d=\""M8 8.5a.5.5 0 00.084-.992c-.26-.047-2.504-.531-2.089-3.437a.5.5 0 00-.99-.141c-.563 3.938 2.878 4.558 2.913 4.564A.525.525 0 008 8.5zM13.5 10.5c-.277 0-1-.223-1-.5 0-.864 1.127-2.5 3.5-2.5.95 0 4.5-.678 4.5-4a.5.5 0 111 0c0 3.778-3.206 5-5 5-1.977 0-2 1.44-2 1.5 0 .277-.723.5-1 .5z\"" fill=\""#4E342E\""/><path d=\""M15.5 8c1-1 1-2.5.5-3.5\"" stroke=\""#4E342E\"" stroke-linecap=\""round\""/><path d=\""M16 8.5a.5.5 0 01-.084-.992c.26-.047 2.504-.531 2.089-3.437a.5.5 0 01.99-.141c.563 3.938-2.878 4.558-2.913 4.564A.525.525 0 0116 8.5z\"" fill=\""#4E342E\""/><path d=\""M14.5 11.5C14 11.5 13 13 12 13s-2-1.5-2.5-1.5c-.45 0-1.835 1.473-2 2 .176 2.392 2 5 2 7 0 0 1.5 2 2.5 2s2.5-1.5 2.5-2c0-2 1.823-4.584 2-7-.165-.527-1.55-2-2-2z\"" fill=\""#A1887F\""/><path d=\""M14 18.5s-.198-1-1-1h-2c-.85 0-1 1-1 1l-.5 2c0 .552.948 2 1.5 2h2c.552 0 1.5-1.448 1.5-2l-.5-2z\"" fill=\""#BCAAA4\""/><path d=\""M14.75 14.5a.75.75 0 100-1.5.75.75 0 000 1.5zM9.25 14.5a.75.75 0 100-1.5.75.75 0 000 1.5z\"" fill=\""#000\""/><path d=\""M18.698 11.748a2.193 2.193 0 01-.894.344c.097-.032 1.189-.795 1.08-1.915l-2.905 1.037c.198.26.345.52.428.78l-.001-.017s1.278.464 2.292-.229zM5.117 10.177c-.147 1.027.966 1.871 1.076 1.913a3.467 3.467 0 001.407-.115c.085-.253.228-.507.421-.76l-2.904-1.038zM12.353 20.167l-.353.354v.655c.414.308 1.156.684 1.836.692a3.58 3.58 0 00.61-1.102c-1.032.39-2.048-.555-2.093-.599zM11.646 20.167l.353.354v.655c-.414.308-1.156.684-1.835.692a3.58 3.58 0 01-.61-1.102c1.032.39 2.048-.555 2.092-.599z\"" fill=\""#8D6E63\""/><path d=\""M13 20c0 .276-.723 1-1 1s-1-.724-1-1v-.5a.5.5 0 01.5-.5h1a.5.5 0 01.5.5v.5z\"" fill=\""#3E2723\""/></svg>"",""color"":""#9A6324""}",987.25,0,"5FoAEAjmmMhYtRG8r,7pJ3CthPv8BHwPr6D,F3jzvtdgmwRKBReYm,NAfzQwhPRo5RKS9Rw,jfHCiqcobGQFcyoRQ,qFc4EyRmKiot4t6CR",10.33916959548228,3.75,true,1681311268162,,true,-1,,
iGBiyTjfmsqjdg9Fp,A93HHQ9DI0201,"{""workerId"":""A93HHQ9DI0201""}",,2023-04-12T13:57:16Z,,,ExitSurvey,2023-04-12T14:38:35Z,finished,,,,2023-04-12T13:54:20Z,"{""at"":""2023-04-12T14:33:05.778Z""}",1,,,"{""name"":""Bee"",""svg"":""<svg viewBox=\""0 0 25 24\"" fill=\""none\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M15.014 10.506l.006-.006s-3.373-6.866-4.846-7.441c-.931-.364-1.738 3.078-.421 5.203 1.118 1.803 4.541 2.895 4.541 2.895l.008-.007c.033.024.063.051.103.067a.492.492 0 00.609-.711z\"" fill=\""#42A5F5\""/><path d=\""M15.047 15.95l.005-.011a3.184 3.184 0 00.109-.315 3.25 3.25 0 00-1.874-3.919c-1.789-1.118-3.18-.123-3.99 1.27a3.312 3.312 0 00-.256.49c-1.955 4.244.836 7.077 1.253 7.535.693-2.57 3.459-2.153 4.672-4.878.028-.056.056-.112.08-.17l.001-.001z\"" fill=\""#5D4037\""/><path d=\""M17.794 6.501l.5-1 2.5-.5M16.794 6.001l-.5-1.5 3-1\"" stroke=\""#5D4037\"" stroke-width=\""1.002\"" stroke-linecap=\""round\""/><path d=\""M13.695 17.775c.095-.078.189-.161.28-.248a8.324 8.324 0 01-3.17.097 9.75 9.75 0 01-2.428-.725c.053.662.207 1.258.411 1.775l.09.008c.644.035 1.284.018 1.914-.057a8.995 8.995 0 002.903-.85zM9.659 12.438c.216.259.44.51.677.744a9.02 9.02 0 001.78 1.37c.644.376 1.34.655 2.05.808.34.074.683.117 1.024.135.02-.084.041-.167.056-.253a6.178 6.178 0 01-2.534-1.492 7.792 7.792 0 01-1.212-1.515 8.747 8.747 0 01-.472-.872c-.534.195-.994.585-1.37 1.075zM11.703 15.647a11.495 11.495 0 01-1.753-1.101c-.345-.262-.69-.552-1.003-.845a7.337 7.337 0 00-.514 1.774c.251.128.504.25.764.368.701.31 1.425.566 2.167.745 1.064.26 2.187.345 3.245.178a4.87 4.87 0 00.163-.266c-1.086-.047-2.13-.38-3.07-.853z\"" fill=\""#FFC107\""/><path d=\""M16.678 12.883c-1.04 1.04-2.35.664-3.39-.376s-1.416-2.35-.377-3.39c1.04-1.04 2.35-.663 3.39.377s1.417 2.35.377 3.39z\"" fill=\""#795548\""/><path d=\""M19.207 9.445c-.439 1.025-2.413.555-3.72-.055-.985-.46-1.429-1.658-.99-2.684.44-1.025 1.53-1.302 2.581-1.03 1.249.325 2.569 2.744 2.13 3.77z\"" fill=\""#8D6E63\""/><path d=\""M16.583 9.806a8.15 8.15 0 01-1.096-.416 1.979 1.979 0 01-.903-.867c-.35-.052-1.118.009-1.462.43.276.699.401 1.769 1.14 2.047 1.454.547 2.391.328 2.962-.021-.106-.403-.331-.8-.64-1.173z\"" fill=\""#4E342E\""/><path d=\""M18.006 8.648c-.229.372-1.009.238-1.74-.3-.733-.539-1.142-1.277-.913-1.65.228-.372 1.008-.238 1.74.3.732.54 1.141 1.277.913 1.65z\"" fill=\""#3E2723\""/><path d=\""M14.603 10.116l.004-.007S6.375 3 4.794 3c-1 0-.5 3.5 1.5 5 1.698 1.273 7.875 2.985 7.875 2.985l.005-.01c.04.011.077.025.12.025a.492.492 0 00.309-.884z\"" fill=\""#90CAF9\""/></svg>"",""color"":""#808000""}",865.5,0,iGBiyTjfmsqjdg9Fp,8.654152427358166,3.75,true,1681310313685,,false,-1,,
wLDnnoLKipBkY27Ce,A3KSAP865D3L7D (Retired gameFull at 2023-04-14T18:47:51.020Z),"{""workerId"":""A3KSAP865D3L7D""}",,,,,,2023-04-12T13:57:42Z,gameFull,,2023-04-14T18:47:51Z,gameFull,2023-04-12T13:54:21Z,"{""at"":""2023-04-12T14:03:14.665Z""}",,,,,,,,,,,,,,,,
F3jzvtdgmwRKBReYm,A3IOAOY6RR12YN,"{""workerId"":""A3IOAOY6RR12YN""}",,2023-04-12T13:56:46Z,,,ExitSurvey,2023-04-12T14:54:30Z,finished,,,,2023-04-12T13:54:31Z,"{""at"":""2023-04-12T13:54:31.632Z""}",3,"1,2,4,5,6",A,"{""name"":""Lion"",""svg"":""<svg viewBox=\""0 0 24 25\"" fill=\""none\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M15 2.9c-1.517 0-3 .5-3 .5s-1.483-.5-3-.5c-1.516 0-6 .417-6 5.5s3 7 3 7h12s3-1.917 3-7-4.483-5.5-6-5.5z\"" fill=\""#BF360C\""/><path d=\""M9 9.9v12s-5.5-3.156-5.5-7c0-3.845 2.5-5 2.5-5h3zm6 0v12s5.5-3.156 5.5-7c0-3.845-2.5-5-2.5-5h-3z\"" fill=\""#E65100\""/><path d=\""M12 11.4l-5-1c0 3.833-.22 6.469 1 9 1.078 2.239 4 3.5 4 3.5s2.922-1.261 4-3.5c1.219-2.532 1-5.167 1-9l-5 1z\"" fill=\""#BF360C\""/><path d=\""M12 18.9c1.105 0 2-.672 2-1.5s-.895-1.5-2-1.5-2 .671-2 1.5c0 .828.895 1.5 2 1.5z\"" fill=\""#FFCC80\""/><path d=\""M15.5 7.9c.551 0 .902-.5 1.5-.5.968 0 1.5.626 1.5 1.5 0 1.32-2 2.5-2 2.5l-1-3.5zm-7 0c-.551 0-.902-.5-1.5-.5-.968 0-1.5.626-1.5 1.5 0 1.32 2 2.5 2 2.5l1-3.5z\"" fill=\""#F57F17\""/><path d=\""M14.5 7.4c-1.743 0-2.5 1-2.5 1s-.757-1-2.5-1C7.757 7.4 7 10.077 7 10.9c0 .822 2 4 2 4h6s2-3.178 2-4c0-.823-.757-3.5-2.5-3.5z\"" fill=\""#FB8C00\""/><path d=\""M9.25 8.9C11 8.9 11 11.4 11 11.4H9.541C7.5 11.4 7.5 8.9 7.5 8.9h1.75zm5.5 0C13 8.9 13 11.4 13 11.4h1.459c2.041 0 2.041-2.5 2.041-2.5h-1.75z\"" fill=\""#5D4037\""/><path d=\""M9.5 8.9a1 1 0 110 2 1 1 0 010-2zm5 0a1 1 0 100 2 1 1 0 000-2z\"" fill=\""#EEFF41\""/><path d=\""M9.5 9.4a.5.5 0 110 1 .5.5 0 010-1zm5 0a.5.5 0 100 1 .5.5 0 000-1z\"" fill=\""#212121\""/><path d=\""M17 10.9c0-.823-.459-3.5-2.5-3.5-1.743 0-2.5 1-2.5 1s-.757-1-2.5-1C7.583 7.4 7 10.077 7 10.9c0-.97 2.36-2.532 3.5-.5 0 2.234-1.078 2.812-1.763 4.073-.146.278-.237.59-.237.927a2 2 0 002 2c.6 0 1.133-.27 1.5-.69.366.42.899.69 1.5.69a2 2 0 002-2c0-.337-.091-.649-.238-.927-.684-1.26-1.762-1.839-1.762-4.073 1.14-2.031 3.5-.469 3.5.5z\"" fill=\""#FFB74D\""/><path d=\""M13.894 17.86c-.129.02-.259.04-.394.04a2.48 2.48 0 01-1.5-.51 2.48 2.48 0 01-1.5.51c-.135 0-.265-.02-.394-.04A1.155 1.155 0 0110 17.4c0-.024.008-.045.009-.068.158.04.32.068.491.068.601 0 1.133-.27 1.5-.69.367.42.899.69 1.5.69.17 0 .333-.028.491-.068.002.023.009.044.009.068 0 .161-.043.314-.106.46zM12 14.9c-1.104 0-2-1.105-2 0 0 1.104 2 1 2 2 0-1 2-.896 2-2 0-1.105-.896 0-2 0z\"" fill=\""#5D4037\""/></svg>"",""color"":""#911eb4""}",987.25,0,"5FoAEAjmmMhYtRG8r,7pJ3CthPv8BHwPr6D,F3jzvtdgmwRKBReYm,NAfzQwhPRo5RKS9Rw,jfHCiqcobGQFcyoRQ,qFc4EyRmKiot4t6CR",10.33916959548228,3.75,true,1681311268204,,true,-1,,
67seMtxuaLpJmzHpr,A3NNDNMBKSZ22H,"{""workerId"":""A3NNDNMBKSZ22H""}",,2023-04-12T13:55:51Z,,,ExitSurvey,2023-04-12T14:56:43Z,finished,,,,2023-04-12T13:54:44Z,"{""at"":""2023-04-12T13:54:44.517Z""}",1,"2,3",A,"{""name"":""Elephant"",""svg"":""<svg viewBox=\""0 0 24 25\"" fill=\""none\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M22 8.65c0-2.9-2.35-5.25-5.25-5.25a5.225 5.225 0 00-3.402 1.256C12.462 4.36 10.729 3.9 8.5 3.9c0 0-6.5-.156-6.5 6.5 0 2.96.78 4.724 1 6 .255 1.476.462 5.042.462 5.042a.5.5 0 00.498.458H7.5v-5s.69.5 1.5.5 1.5-.5 1.5-.5v4.5a.5.5 0 00.5.5h3.5s.256-4.719.5-6c.244-1.281 1-3 1-3 4.032 0 4 3 4 3v.5a1.001 1.001 0 01-2 0h-2c0 1.655 1.346 3 3 3s3-1.345 3-3V8.9h-.015c.006-.082.015-.164.015-.25z\"" fill=\""#78909C\""/><path d=\""M19 9.4a.5.5 0 100-1 .5.5 0 000 1z\"" fill=\""#37474F\""/><path d=\""M9.5 7.9c0 2.665 1.345 5.305 4 6.5 0 0 1.075-5.362 1.5-7 0 0 .5-.414.5-1.25a2.75 2.75 0 00-2.75-2.75c-1.519 0-3.25 1.54-3.25 4.5z\"" fill=\""#B0BEC5\""/><path d=\""M21.802 13.869a3.6 3.6 0 01-.511-.104 2.458 2.458 0 01-.33-.1c-.115-.043-.238-.076-.356-.137a4.552 4.552 0 01-.72-.392 5.017 5.017 0 01-1.395-1.387c-.063-.096-.078-.133-.085-.142l-.008.005A.49.49 0 0018 11.4a.5.5 0 00-.5.5c0 .11.043.205.102.288l-.007.005c-.003-.005.013.014.043.047l.017.02c.027.028.06.063.1.102a5.686 5.686 0 001.902 1.219c.284.113.578.193.854.25.136.034.273.042.399.061.126.02.247.024.358.027.221.015.404.002.532-.007l.2-.012-.198-.031z\"" fill=\""#EFEBE9\""/><path d=\""M14.5 21.9H11a.493.493 0 01-.483-.417A1.746 1.746 0 0112.25 19.9c.27 0 .522.066.75.175.228-.109.48-.175.75-.175.313 0 .603.09.858.234-.066.997-.108 1.766-.108 1.766zm-10-.25a.75.75 0 011.5 0 .75.75 0 011.5 0v-1.575a1.732 1.732 0 00-.75-.175c-.268 0-.522.06-.75.169a1.749 1.749 0 00-2.494 1.529c.077.177.25.302.454.302h.54v-.25zm8.652-7.424C10.73 12.963 9.5 10.445 9.5 7.9c0-1.809.648-3.084 1.497-3.805-.389-.06-.806-.112-1.253-.147C9.001 4.873 8.5 6.198 8.5 7.9c0 3.16 1.994 5.06 4.651 6.335l.001-.009zM7.5 16.4v.5s.69.5 1.5.5 1.5-.5 1.5-.5v-2s-.332 1.5-3 1.5zm7-9.5a.5.5 0 00-.5.5c0 .276.5 2 .5 2s.5-1.724.5-2a.5.5 0 00-.5-.5zm.694-2.007l.022.045a2.82 2.82 0 01.19.505c.008.031.017.063.024.095.016.07.028.14.039.212l.014.09c.01.102.017.205.017.31 0 .066-.008.124-.013.185.272-.766.494-1.83.144-2.81-.43.094-.842.24-1.226.432.329.249.6.567.79.936z\"" fill=\""#546E7A\""/><path d=\""M4.5 21.65a.75.75 0 011.5 0v.25H4.5v-.25zm1.5.25h1.5v-.25a.75.75 0 00-1.5 0v.25zm5.5 0H13v-.25a.75.75 0 00-1.5 0v.25zm1.5 0h1.5v-.25a.75.75 0 00-1.5 0v.25z\"" fill=\""#CFD8DC\""/></svg>"",""color"":""#469990""}",1042,0,"67seMtxuaLpJmzHpr,Enm3SrTiuJbZ8NcEd,TtNGZqNm5d7YwwZx8",9.79017189183972,3.75,true,1681311400690,,true,-1,,
wD3QpwL9BnXv2ssfd,A3DS9DP2JE8I4Z (Retired gameFull at 2023-04-14T18:47:51.020Z),"{""workerId"":""A3DS9DP2JE8I4Z""}",,,,,,2023-04-12T13:55:50Z,gameFull,,2023-04-14T18:47:51Z,gameFull,2023-04-12T13:55:00Z,"{""at"":""2023-04-12T13:56:19.931Z""}",,,,,,,,,,,,,,,,
aZDBSbPCFtSqqgkRP,AAWX7QFQUNM6D (Retired gameFull at 2023-04-14T18:47:51.020Z),"{""workerId"":""AAWX7QFQUNM6D""}",,,,,,2023-04-12T13:57:42Z,gameFull,,2023-04-14T18:47:51Z,gameFull,2023-04-12T13:55:13Z,"{""at"":""2023-04-12T14:08:37.279Z""}",,,,,,,,,,,,,,,,
pYsqnBE5mkAG7nAnN,A8B4AE3QMECV (Retired gameFull at 2023-04-14T18:47:51.020Z),"{""workerId"":""A8B4AE3QMECV""}",,,,,,2023-04-12T13:57:42Z,gameFull,,2023-04-14T18:47:51Z,gameFull,2023-04-12T13:55:37Z,"{""at"":""2023-04-12T14:00:25.468Z""}",,,,,,,,,,,,,,,,
NAfzQwhPRo5RKS9Rw,A34CO6NYAUH1G,"{""workerId"":""A34CO6NYAUH1G""}",,2023-04-12T13:57:42Z,,,ExitSurvey,2023-04-12T14:54:30Z,finished,,,,2023-04-12T13:56:07Z,"{""at"":""2023-04-12T13:57:51.859Z""}",4,"1,2,3,5,6",A,"{""name"":""Bird"",""svg"":""<svg viewBox=\""0 0 25 24\"" fill=\""none\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M11.398 15.031l.5 3.969M10.865 19h1s1.5 0 2.5.5\"" stroke=\""#5D4037\"" stroke-width=\""1.002\"" stroke-linecap=\""round\"" stroke-linejoin=\""round\""/><path d=\""M10.398 15.5l.5 3.969M9.865 19.5h1s1.5 0 2.5.5\"" stroke=\""#795548\"" stroke-width=\""1.002\"" stroke-linecap=\""round\"" stroke-linejoin=\""round\""/><path d=\""M8.88 11s3.517.018 5.017-1.482a2.5 2.5 0 00-3.535-3.535C8.612 7.733 8.88 11 8.88 11z\"" fill=\""#FFC107\""/><path d=\""M15.3 15.515C13.34 17.475 6.865 18 6.865 18s.526-5.974 2.736-8.184a4.03 4.03 0 115.7 5.699z\"" fill=\""#FFC107\""/><path d=\""M14.547 7.022L16.13 5.25l-2.173.805-.702 1.404 1.34.652 2.035-.86-2.083-.23z\"" fill=\""#455A64\""/><path d=\""M11.694 6.34a.739.739 0 01-.975.974.738.738 0 10.975-.974z\"" fill=\""#795548\""/><path d=\""M20.423 2.5c-.32 0-.842-.019-.844.276v2.85s-.122-.074-.407-.04c-.576.067-1.04.518-1.042.978-.003.464.463.747 1.037.67.574-.081 1.002-.506 1.005-.97V3.912c0-.205.16-.293.246-.293 1.83 0 1.684 1.026 1.684 1.026S22.499 2.5 20.423 2.5z\"" fill=\""#FF1744\""/><path d=\""M12.264 14.133c-.989.989-3.121 2.035-5.878 2.623.822-3.177 1.561-4.963 2.55-5.95.988-.99 2.534-1.045 3.453-.125.919.918.863 2.464-.125 3.452z\"" fill=\""#90A4AE\""/><path d=\""M6.865 18s.023-.245.073-.642L3.13 18.5c0 2.5 3 2 3 2l1.5-2.5.042-.084c-.5.06-.807.084-.807.084zM7.674 12.79c-.44.99-.852 2.281-1.289 3.966 2.757-.588 4.89-1.635 5.879-2.623a2.624 2.624 0 00.776-1.742c-2.295-.39-4.157-.02-5.366.399z\"" fill=\""#607D8B\""/><path d=\""M11.616 12.247c-.08.11-.163.22-.262.318-.805.804-2.376 1.644-4.417 2.247-.102.325-.203.665-.305 1.031 2.434-.605 4.315-1.557 5.222-2.465.31-.31.516-.677.641-1.06a12.026 12.026 0 00-.879-.07zM7.262 13.837c1.352-.458 2.453-1.016 3.21-1.583a10.379 10.379 0 00-2.798.536c-.14.315-.277.666-.412 1.047z\"" fill=\""#37474F\""/></svg>"",""color"":""#e6194B""}",987.25,0,"5FoAEAjmmMhYtRG8r,7pJ3CthPv8BHwPr6D,F3jzvtdgmwRKBReYm,NAfzQwhPRo5RKS9Rw,jfHCiqcobGQFcyoRQ,qFc4EyRmKiot4t6CR",9.83916959548228,3.75,true,1681311269640,,true,-1,,
7WbJLBaWDw6Jpj9Ka,A30NA0VOL79A1U (Retired gameFull at 2023-04-14T18:47:51.020Z),"{""workerId"":""A30NA0VOL79A1U""}",,,,,,2023-04-12T13:57:42Z,gameFull,,2023-04-14T18:47:51Z,gameFull,2023-04-12T13:56:28Z,"{""at"":""2023-04-12T13:58:10.378Z""}",,,,,,,,,,,,,,,,
HAk4kJ8kBCqpCvh74,AQB0TQPOGOFQE (Retired gameFull at 2023-04-14T18:47:51.020Z),"{""workerId"":""AQB0TQPOGOFQE""}",,,,,,2023-04-12T13:57:42Z,gameFull,,2023-04-14T18:47:51Z,gameFull,2023-04-12T13:56:42Z,"{""at"":""2023-04-12T13:57:53.681Z""}",,,,,,,,,,,,,,,,
e47miBH7iMaXwT9jD,A37Y1AV30WTRWL (Retired gameFull at 2023-04-14T18:47:51.020Z),"{""workerId"":""A37Y1AV30WTRWL""}",,,,,,2023-04-12T13:57:42Z,gameFull,,2023-04-14T18:47:51Z,gameFull,2023-04-12T13:57:11Z,"{""at"":""2023-04-12T14:31:43.948Z""}",,,,,,,,,,,,,,,,
TN4a5goTDukTF9ujo,A3155FEA4V3X2B (Retired gameFull at 2023-04-14T18:47:51.020Z),"{""workerId"":""A3155FEA4V3X2B""}",,,,,,2023-04-12T13:57:42Z,gameFull,,2023-04-14T18:47:51Z,gameFull,2023-04-12T13:57:11Z,"{""at"":""2023-04-12T13:57:11.695Z""}",,,,,,,,,,,,,,,,
KGPfGbmkAs9iz3u4c,AOOM8772H6308,"{""workerId"":""AOOM8772H6308""}",,2023-04-12T18:51:19Z,,,,2023-04-12T19:11:02Z,custom,timedOut,,,2023-04-12T18:49:15Z,"{""at"":""2023-04-12T19:11:17.841Z""}",3,"1,2,4,5,6",A,"{""name"":""Giraffe"",""svg"":""<svg viewBox=\""0 0 24 25\"" fill=\""none\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M10 4.9a1 1 0 100-2 1 1 0 000 2zM14 4.9a1 1 0 100-2 1 1 0 000 2z\"" fill=\""#795548\""/><path d=\""M16 9.4s-1.5-1-1.5-2.5c0-.545.125-1.922.47-2.75L13 3.837c-.078 1.078-.372 2.426-1 2.426s-.922-1.347-1-2.426l-1.968.313c.343.828.468 2.205.468 2.75C9.5 8.4 8 9.4 8 9.4c-1 .5-1 1-1 1.5 1.5 1.5 1.5 5.5 1.5 5.5 0 2 1.448 2.5 2 2.5h3c.552 0 2-.5 2-2.5 0 0 0-4 1.5-5.5 0-.5 0-1-1-1.5z\"" fill=\""#FFC67B\""/><path d=\""M12 16.9c-1.38 0-2 .619-2 2 0 1.382.5 3 2 3s2-1.618 2-3c0-1.381-.619-2-2-2z\"" fill=\""#B76113\""/><path d=\""M8.49 9.327c-4 0-5.5-3-5.5-4.5 1.5-.5 4.5 0 5 1s.5 1.5.5 1.5l1 .5-1 1.5zM15.5 9.4c4 0 5.5-3 5.5-4.5-1.5-.5-4.5 0-5 1s-.5 1.5-.5 1.5l-1 .5 1 1.5z\"" fill=\""#FF8F00\""/><path d=\""M14.5 6.9c0-.545.125-1.922.47-2.75L13 3.837c-.078 1.078-.372 2.426-1 2.426s-.922-1.347-1-2.426l-1.968.313c.343.828.468 2.205.468 2.75C9.5 8.4 8 9.4 8 9.4c2 .5 2.5 3 2.5 5s-1 2-1 4l2.5.5 2.5-.5c0-2-1-2-1-4s.5-4.5 2.5-5c0 0-1.5-1-1.5-2.5z\"" fill=\""#FF8F00\""/><path d=\""M12 15.9a2.5 2.5 0 00-2.5 2.5c0 1.382 1 2.5 2.5 2.5s2.5-1.118 2.5-2.5a2.5 2.5 0 00-2.5-2.5z\"" fill=\""#FF8F00\""/><path d=\""M11.5 18.15v1.25s-1.5-.836-1.5-1.25a.75.75 0 111.5 0zM12.5 18.15v1.25s1.5-.836 1.5-1.25a.75.75 0 00-1.5 0z\"" fill=\""#844807\""/><path d=\""M8.877 8.556l-1.443-.555s.139-1.111-.331-1.711c-.183-.22-1.215-.629-2.537-.654.154.56.552 1.758 1.298 2.504.817.817 1.842 1.133 2.19 1.221a4.23 4.23 0 00.823-.805zM16.887 6.363c-.47.6-.332 1.711-.332 1.711l-1.39.535c.402.5.835.791.835.791-.066.017-.127.041-.19.062h.003s1.312-.25 2.312-1.25c.746-.745 1.144-1.943 1.298-2.503-1.322.025-2.353.433-2.536.654zM13 4.65c0-.18-.011-.352-.03-.52-.108.934-.4 2.134-.97 2.134-.569 0-.862-1.2-.97-2.134-.018.168-.03.34-.03.52 0 1.243.448 2.75 1 2.75s1-1.507 1-2.75z\"" fill=\""#B76113\""/><path d=\""M16.54 11.06c-.438.185-1.074.541-1.372 1.136.381.607.728.69.812.702l.02.002a1 1 0 00.54-1.84zM7.46 11.06c.44.185 1.075.541 1.373 1.136-.38.608-.727.69-.812.702l-.02.002a1 1 0 01-.54-1.84z\"" fill=\""#795548\""/><path d=\""M17.006 11.15a2.193 2.193 0 01-.341-.139 3.524 3.524 0 00-1.001.574l.115.041c.24.065.423.074.63.08.2 0 .398-.018.589-.056A2.234 2.234 0 0018 11.178c-.346.08-.688.06-.994-.028zM6.996 11.15c.12-.035.231-.086.341-.139.273.105.666.289 1.001.574l-.115.041a2.467 2.467 0 01-.63.08c-.2 0-.398-.018-.589-.056a2.234 2.234 0 01-1.002-.472c.346.08.688.06.994-.028z\"" fill=\""#5D4037\""/></svg>"",""color"":""#f032e6""}",0,0,"7dq2dAXQ8Swz6ZjL9,BSeSx7NNCm6XSKtnF,KGPfGbmkAs9iz3u4c,WJpdkyfDf8ahumM9d,bdcCEkXAdXy3ACkb3,v9NRJNdLNnoBqtXR4",0.5,0,true,1681326660866,true,,,,
